location_id,region,lat,lon,urban_level,population,wealth_index,vegetation_index,elevation_proxy_id
150,Mindanao,8.6449,125.7444,0.5999932869712736,12257,1.0,0.3109977918850825,150
151,Luzon,12.8956,121.9875,0.8118187289930542,8383,1.0,0.5018967597987455,151
152,Luzon,13.8101,120.3452,0.8734114250993534,3861,0.7433539816393806,0.0,152
153,Luzon,18.3562,117.4141,0.037054003422328244,4117,0.31249520148516596,1.0,153
154,Mindanao,8.633,122.1664,0.39082629696135196,1241,0.26972593378155885,0.5556716436578881,154
155,Luzon,18.8349,117.6876,0.10515891415260135,2963,0.31783822823368485,0.9101159996748898,155
156,Visayas,11.8603,120.3213,0.4640733982826387,4021,0.5454893081255126,0.7327992158774701,156
157,Mindanao,7.8371,123.7248,0.5710163269773583,7605,0.816600591972702,0.22288596397268756,157
158,Luzon,15.3451,117.341,0.20808043098968187,3473,0.2596071335280228,1.0,158
159,Mindanao,7.8224,121.3357,0.2273774468523807,34928,1.0,0.4984477156133569,159
160,Luzon,15.8699,117.5195,0.19185922142334189,3558,0.3239389208283519,0.8273063117748827,160
161,Visayas,11.8669,120.1718,0.3293291284883524,170,0.18685847586429172,0.7022517715712183,161
162,Visayas,9.5992,121.4539,0.41923476692192524,1521,0.2872976618193742,0.7737493868020026,162
163,Visayas,10.2422,121.3964,0.4453632626548936,1062,0.3059241968037778,0.42903083411226034,163
164,Luzon,15.4394,121.2348,0.8855378655590966,2074,0.558456029340893,0.45483744812719074,164
165,Mindanao,7.8483,124.0597,0.6822237232821419,699,0.4103988441011827,0.5302120363571512,165
166,Luzon,12.623,120.164,0.8061949516759422,336,0.394819865952076,0.45160625524478,166
167,Luzon,13.1649,120.7182,0.7997369145178174,1107,0.4827707623567575,0.263592046165547,167
168,Luzon,13.7504,118.5023,0.4184715148222167,4625,0.5251109913590931,0.2517734318075686,168
169,Visayas,10.0514,125.1529,0.6884808284779604,5333,0.7092213533752151,0.3319395939416986,169
170,Visayas,9.3796,123.3939,0.9731224647904506,1128,0.550716650795634,0.18480172574763162,170
171,Luzon,12.9944,120.2288,0.7360087939145367,8185,0.898387819434964,0.2746483060423296,171
172,Visayas,11.7152,122.6076,0.5822687343969943,1531,0.430756381445972,0.6043242096040197,172
173,Luzon,15.4166,121.5645,0.7659911533320136,1134,0.4617746167862912,0.20117668166373484,173
174,Visayas,10.563,122.9256,0.621530075188374,1832,0.42128522312261,0.2512055557338073,174
175,Luzon,16.0483,120.1354,0.6976716535935752,168,0.35009073002625085,0.09819860683241113,175
176,Visayas,9.3207,124.9267,0.7868240896099903,2082,0.5491306866210939,0.0,176
177,Luzon,15.0485,116.4341,0.07366525887657398,406,0.04283268797494946,0.719779231219088,177
178,Mindanao,8.1447,122.6386,0.43079859718487334,1531,0.30799666371122414,0.31759482496970043,178
179,Luzon,12.7026,119.8027,0.5880810857079917,1163,0.35540255788275876,0.5644189241916664,179
180,Luzon,18.1609,121.3265,0.21810861740785967,8229,0.7057469075327409,0.8376210104295448,180
181,Luzon,18.7036,121.2062,0.24351366309069095,1017,0.17995377796712836,0.6774900200427125,181
182,Mindanao,5.0086,122.6617,0.01920361949328203,43071,1.0,0.9972087330124552,182
183,Mindanao,8.2742,122.5638,0.6132672333153305,1108,0.34364067970631035,0.2892683641757612,183
184,Luzon,16.2108,119.6379,0.7106697219403393,1652,0.45117098091840646,0.41147271009055014,184
185,Visayas,10.0951,125.4268,0.7167601877549569,3768,0.5990168040860518,0.3396976944875693,185
186,Mindanao,7.0129,123.2535,0.31454956014185786,1299,0.24734124783962746,0.7009113151349501,186
187,Visayas,11.9925,122.961,0.6360247713865625,9835,0.9522933654982891,0.22129179077956174,187
188,Visayas,9.5352,123.0784,0.5704913420693167,263,0.3034452373627112,0.5969871133417817,188
189,Luzon,17.6981,120.6612,0.21203103368162274,3324,0.3755461652815042,0.8870301075443373,189
190,Luzon,17.5201,120.2481,0.2933209313471391,1316,0.23037935525044123,0.4298037995353625,190
191,Mindanao,6.0169,126.0346,0.44224594140589085,6916,0.7183219372151138,0.17899726950721667,191
192,Mindanao,8.5738,121.3591,0.19887355727454753,2606,0.27817352708246584,1.0,192
193,Visayas,9.3914,125.8536,0.5979415328676094,4874,0.6032833217669882,0.20023389394048555,193
194,Luzon,18.0783,121.3594,0.29982644360970584,8108,0.6707939808293708,0.9229794347492987,194
195,Luzon,18.2046,119.2501,0.21075526560513902,15530,1.0,0.5387809462391864,195
196,Mindanao,7.5856,123.8175,0.6039127837498564,4477,0.5440192071956148,0.4348594021357439,196
197,Mindanao,5.2048,125.2185,0.3240845952441276,20846,1.0,0.5998612319006436,197
198,Mindanao,7.0213,124.534,0.5430513865529147,845,0.29322384377013627,0.7582855642035837,198
199,Mindanao,7.0106,123.4427,0.4601534824618796,1879,0.3883920006303431,0.37969620759129336,199
200,Visayas,9.5154,121.6723,0.4697243981602679,1318,0.3591596923802801,0.2058803556431285,200
201,Luzon,13.112,117.174,0.2534900226578486,3704,0.3643606358079151,0.6927306447359438,201
202,Luzon,18.8108,116.9187,0.0,3789,0.3191854162774229,1.0,202
203,Mindanao,6.0771,124.1341,0.39139545078205135,1818,0.2944776791722109,0.6384513839401647,203
204,Visayas,10.8305,120.9238,0.2775014142907506,10483,0.807936846639491,1.0,204
205,Luzon,17.556,120.7112,0.1859406315499576,50,0.08766468681835593,0.8410934045664543,205
206,Luzon,13.6612,117.732,0.3518251947523586,11690,0.8764312672531495,0.38615862211555524,206
207,Visayas,11.814,124.954,0.6003650677852421,1121,0.372704757449053,0.20904157614742103,207
208,Luzon,16.8846,116.4934,0.021473760560578006,4862,0.31866542996311875,0.6295521896726313,208
209,Luzon,14.9278,119.3558,0.6609274828155506,795,0.45457540335140956,0.04091187730750501,209
210,Visayas,9.5622,122.6894,0.5396154419921125,3390,0.4604989698655769,0.0,210
211,Visayas,10.8031,121.9643,0.35174722236293493,4378,0.5404339332722421,1.0,211
212,Visayas,11.3428,125.0427,0.6391469385678658,9746,1.0,0.5046172994860882,212
213,Luzon,14.2653,121.0319,0.9679596029831625,11472,1.0,0.0,213
214,Mindanao,5.4143,125.8641,0.3432595923254581,499,0.21085372327757937,0.7384905639778162,214
215,Luzon,13.0693,116.4976,0.08933643820074241,2538,0.23142975637308313,0.7576255407531035,215
216,Luzon,16.4924,118.8316,0.15072599195478276,7813,0.5932767547346894,1.0,216
217,Mindanao,8.6316,122.5423,0.4627785352412399,1424,0.2868368253644312,0.4510557929468035,217
218,Visayas,9.8615,123.0044,0.6625824455704059,322,0.3210414007620592,0.3768906758081022,218
219,Mindanao,6.8238,122.411,0.18426233383365712,2867,0.26530470653214394,1.0,219
220,Visayas,11.0812,124.5574,0.8434922397316899,553,0.4462341059170123,0.7700962197500655,220
221,Visayas,11.559,125.8371,0.2451964517321278,1467,0.2131451404640273,0.7177862985268576,221
222,Luzon,13.8666,120.2966,0.9506945446516464,769,0.480038012452134,0.1451898953998081,222
223,Luzon,14.7598,120.0625,0.7977389334155681,2291,0.5639008221966848,0.6264935186349593,223
224,Luzon,15.3319,121.9626,0.8761857210476195,9671,1.0,0.5064163262167031,224
225,Luzon,17.1023,121.7149,0.3194273140900894,5675,0.491554183403432,0.6236301673632723,225
226,Mindanao,8.3399,126.3203,0.6592802394360073,11459,1.0,0.2856785309510079,226
227,Luzon,17.7009,118.755,0.19495879314289766,5422,0.3661499856873917,0.6263872565614123,227
228,Mindanao,6.0072,122.5922,0.024137046219448205,3228,0.19268308627951825,0.9670993027328063,228
229,Visayas,9.0607,123.144,0.6327642710190474,14682,1.0,0.1548291194962069,229
230,Mindanao,7.0202,123.6768,0.41824638251679636,468,0.26208559987712304,0.24768745753790194,230
231,Visayas,11.9221,125.4687,0.3625889741325692,17426,1.0,0.49200202189488473,231
232,Visayas,9.4851,122.2133,0.3102941112518401,5561,0.5052788093311917,0.8423233839008891,232
233,Luzon,14.9677,118.1632,0.5000093503608523,8778,0.8572843138218065,0.16547916569115495,233
234,Luzon,17.5895,119.1442,0.11663243587228148,1642,0.15792437958193672,0.6740768291690339,234
235,Mindanao,7.2884,125.9711,0.5784845869371482,1078,0.34240860997892647,0.7104003026781336,235
236,Luzon,17.6415,116.7933,0.0,3837,0.18605830896992936,0.49696107061016603,236
237,Luzon,16.9974,118.6126,0.21416969531737012,697,0.16832719018884254,0.3491821528122172,237
238,Visayas,9.8839,120.3001,0.16896559847603274,1742,0.23344381610539042,0.7080237955412247,238
239,Luzon,15.4107,118.1326,0.32145669505033897,2154,0.3048329154956333,0.6872776736194592,239
240,Mindanao,6.0061,124.8627,0.5961670017867062,1742,0.4445381245563382,0.5306699811388905,240
241,Mindanao,8.0779,121.7135,0.23966770247435892,1384,0.21995168811003016,0.18456380426776942,241
242,Mindanao,5.1978,125.9413,0.4866886564955466,412,0.24967544516130769,0.4905757879512857,242
243,Luzon,12.0697,121.6227,0.5015828090421036,4370,0.5779922057641805,0.37292147288695005,243
244,Luzon,16.3933,117.9311,0.32525964140437313,3521,0.4290062535995625,1.0,244
245,Mindanao,5.9859,120.063,0.11715907302313451,725,0.09933118755016421,0.7412186572454262,245
246,Luzon,13.6483,116.8264,0.21092010338599554,4274,0.4057569927273846,0.4410927267080728,246
247,Mindanao,7.4487,121.1658,0.3426439953729153,2084,0.36337911972675113,0.9952661291344087,247
248,Mindanao,7.1145,124.1308,0.29611662977013364,868,0.19310627508663908,0.8764052528102563,248
249,Mindanao,6.1922,120.2455,0.0,6065,0.42956013220324335,1.0,249
250,Luzon,12.2608,116.1581,0.03282762797492129,2775,0.22142174503498124,1.0,250
251,Luzon,17.1739,117.9081,0.0,12819,0.8617883698243707,0.3809630255359808,251
252,Mindanao,8.1852,123.0221,0.30325902815759875,1258,0.23326078239096412,0.9524135210233917,252
253,Luzon,15.171,119.0773,0.5833156727785878,5053,0.561998726873335,0.1469296639463914,253
254,Luzon,16.9912,117.641,0.07014606725974065,18379,1.0,0.8081135754572718,254
255,Visayas,9.3648,123.3363,0.49038858926176593,3089,0.4202940251693863,0.7683988819237811,255
256,Mindanao,6.3079,123.0974,0.22457184268272704,748,0.17339888895725264,0.8591466906019063,256
257,Visayas,10.9408,122.9648,0.7348066375113951,1849,0.47424129903635015,0.07174910505769136,257
258,Visayas,10.8608,123.2652,0.7313991983841432,16781,1.0,0.0,258
259,Luzon,17.1786,120.2356,0.47916905098814194,14020,1.0,0.6395577365258384,259
260,Visayas,10.6026,124.0734,0.6660938106374469,1525,0.4180993590115523,0.23605031231525223,260
261,Mindanao,8.4942,123.0259,0.659888667055941,1070,0.4655165051145345,0.6652280841670776,261
262,Luzon,14.8893,120.5855,1.0,7387,1.0,0.0,262
263,Visayas,10.7477,120.426,0.302290554665752,1219,0.21229818797347316,0.883405436290164,263
264,Mindanao,8.5684,120.2155,0.049374806386073944,3403,0.24271062340893565,0.9497363441056169,264
265,Mindanao,7.9936,125.3116,0.6850532842115082,136,0.36526390572679224,0.04128835814375631,265
266,Visayas,11.8593,120.3248,0.33507713014984986,16799,1.0,0.3859402787451756,266
267,Mindanao,7.3874,122.9949,0.3657751908763558,3643,0.4099899999180663,0.6773468054009423,267
268,Luzon,14.3144,116.5419,0.14395243781577732,1805,0.18764180215657963,0.5947290223391133,268
269,Luzon,15.9386,118.8742,0.4901901859722115,3716,0.50176779391418,0.403519036817687,269
270,Mindanao,5.4182,124.2874,0.36252137782676513,6151,0.6103270142445955,0.8077975063866352,270
271,Mindanao,7.9518,125.3709,0.5216371524577917,340,0.23594051141421468,0.25182081685212987,271
272,Mindanao,8.6215,122.8663,0.5931974558803895,1260,0.36364569760552345,0.10954471767329793,272
273,Mindanao,8.8123,126.058,0.537552923784886,2065,0.4093142899785486,1.0,273
274,Visayas,9.8895,120.9557,0.25149728411366135,606,0.20399972788338774,0.27215027863217517,274
275,Visayas,10.3062,122.4114,0.49862064812301515,1752,0.36871921778963507,0.6721052678089546,275
276,Mindanao,7.3029,124.0837,0.7190614627100925,1882,0.5120853205663938,0.43588480780896743,276
277,Visayas,11.25,123.0593,0.528780932734897,1129,0.3225821719890444,0.7219520182062034,277
278,Mindanao,5.4193,126.008,0.3513054582101732,1645,0.3211010341462136,1.0,278
279,Mindanao,6.2391,126.7991,0.2755746781419176,1943,0.2612923302006026,0.6147263041023555,279
280,Mindanao,5.4714,126.7078,0.41661134883143913,341,0.2590105237525844,0.8716182578106948,280
281,Luzon,12.6371,117.3862,0.135118059139767,7641,0.5749335971040976,0.16999679689891156,281
282,Luzon,12.3261,120.2307,0.4438624071242733,5126,0.5902656561739985,1.0,282
283,Luzon,17.9521,118.6044,0.12777165464766718,2017,0.190508380806711,0.6735399628982339,283
284,Visayas,11.7856,123.5418,0.5499520739182049,2755,0.46890610338676597,0.4540472439406772,284
285,Luzon,16.41,121.0725,0.7490594450347491,2784,0.5586540685246516,0.42155132324646993,285
286,Luzon,14.0776,118.1256,0.5486197142381802,28884,1.0,0.0985299936249679,286
287,Visayas,11.7179,125.4058,0.28453973849871494,1198,0.24395901976133216,0.9455095131350488,287
288,Luzon,18.8354,121.411,0.2440961700204723,4460,0.4417349352888904,0.9537734880075279,288
289,Visayas,9.3821,124.9423,0.84548910801126,146,0.3934603737003931,0.0,289
290,Luzon,14.8689,121.9448,0.8808483464911655,4184,0.753555141159202,0.06667276323313202,290
291,Luzon,15.306,119.323,0.7343368013022489,1815,0.44868426074624457,0.0,291
292,Mindanao,7.1191,122.2522,0.26903361269730663,4508,0.4457673639931494,0.8219650850621987,292
293,Luzon,12.5252,121.3739,0.7163424020473679,3803,0.5768996929661974,0.16935328125650123,293
294,Luzon,17.6187,116.8372,0.0,2558,0.2038031877472244,1.0,294
295,Visayas,11.3303,123.7551,0.730797842137354,4038,0.6643229805124258,0.5839297532376657,295
